1,机械巨人,14352
2,利安斯兵,16560
3,利安斯,19320
4,第二型加隆,29808
5,第二型罗恩法尔,29808
6,第二型达玛斯,29808
7,亚瑟 -剑术之城-,42504
8,亚瑟 -技巧之场-,42504
9,亚瑟 -魔法之派-,42504
10,绿之骑士,49128
11,异界的女王,49128
12,选拔骑士,49128
13,本,45816
14,机械巨人,45816
15,塔拉斯克斯,58512
16,布兰迪哥利斯兵,51888
17,布兰迪哥利斯兵,51888
18,布兰迪哥利斯,55200
19,尤廉斯兵,55200
20,尤廉斯兵,55200
21,尤廉斯,58512
22,尤廉斯,61824
23,摩根,65136
24,摩根,71760
25,利安斯兵,51888
26,利安斯兵,51888
27,洛特-加龙省兵,51888
28,洛特-加龙省兵,51888
29,摩高斯,71760
30,摩高斯,75072
31,洛特,71760
32,洛特,75072
33,洛特,78384
34,1等级龙,78384
35,1等级龙,81696
36,1等级龙,88320
37,妮妙,91632
38,君士坦丁,91632
39,第二型梅里奥特,94944
40,特异型汉尼拔,98256
41,支援型格妮妲,101568
42,梅林,104880
89,绿之骑士,9999999
1001,特殊型罗艾娜,15088
1002,支援型律涅特,19136
1003,支援型奥尔特莉特,25760
1004,试作型伏提庚,32384
1005,第二型柯尔格利万斯,39008
1006,支援型艾文,45632
1100,梅林,17664
1101,梅林,25944
1102,梅林,34224
1103,梅林,42504
1104,梅林,50784
3000,亚瑟 -魔法之派-,167440
3001,亚瑟 -技巧之场-,189520
3002,亚瑟 -剑术之城-,167440
3003,亚瑟 -魔法之派-,189520
3004,亚瑟 -技巧之场-,167440
3005,亚瑟 -剑术之城-,189520
3006,高文,196880
3007,亚瑟 -技巧之场-,218960
3008,亚瑟 -剑术之城-,196880
3009,摩高斯,218960
3010,特异型汉尼拔,196880
3011,摩高斯,218960
3012,高文,196420
3013,亚瑟 -技巧之场-,229540
3014,兰斯洛特,207460
3015,亚瑟 -剑术之城-,229540
3016,第二型罗恩法尔,207460
3017,佩格帕乌拉,229540
3018,亚瑟 -魔法之派-,223560
3019,加拉哈德,234600
3020,亚瑟 -魔法之派-,245640
3021,亚瑟 -魔法之派-,223560
3022,加拉哈德,234600
3023,亚瑟 -魔法之派-,245640
3024,梅利甘斯兵,234600
3025,亚瑟 -剑术之城-,245640
3026,兰斯洛特,267260
3027,兰斯洛特,267260
3028,亚瑟 -剑术之城-,351072
3029,亚瑟 -技巧之场-,267260
3030,莫德雷德兵,286120
3031,莫德雷德兵,288420
3032,莫德雷德兵,286120
3033,莫德雷德兵,288420
3034,莫德雷德兵,286120
3035,莫德雷德兵,288420
3036,莫德雷德兵,310040
3037,1等级龙,312340
3038,莫德雷德兵,310040
3039,1等级龙,312340
3040,莫德雷德兵,310040
3041,1等级龙,312340
3042,莫德雷德,320160
3043,莫德雷德,326600
3044,莫德雷德,333040
3045,モードレッド最終形態1,188784
3046,モードレッド最終形態1,188784
3047,モードレッド最終形態2,188784
3048,モードレッド最終形態1,188784
3049,モードレッド最終形態2,188784
3050,普卡,381984
3051,雪莉柯特,384744
3052,普卡,381984
3053,雪莉柯特,384744
3054,普卡,381984
3055,雪莉柯特,384744
3056,摩根,407376
3057,摩根·露·菲,9999999
3058,摩根·露·菲,412896
3059,摩根,407376
3060,摩根·露·菲,9999999
3061,摩根·露·菲,412896
3062,摩根,407376
3063,摩根·露·菲,9999999
3064,摩根·露·菲,412896
3065,莫德雷德最终形态1,188784
3066,利安斯兵,386400
3067,利安斯兵,392840
3068,利安斯兵,9999999
3069,利安斯兵,9999999
10000,机械巨人,15456
10001,支援型依缇尔,13248
30024,小龙女,9660
30025,觉醒小龙女,16560
30026,库鲁敏,9660
30027,觉醒库鲁敏,16560
30028,宠物小贫猫,12880
30029,进击的宠物小贫猫,6440
30030,蓝帽子,11316
30031,觉醒的蓝帽子,20976
30032,普卡,11316
30033,觉醒的普卡,20976
30034,小龙女,103600
30035,进击的梅林,511704
30036,琪妮安,15566
30037,觉醒的琪妮安,26662
30038,莉卡纳,15566
30039,觉醒的莉卡纳,26662
30040,布露丹,19136
30041,觉醒的布露丹,31280
30042,诺蕾,19136
30043,觉醒的诺蕾,31280
30044,尼卡尔,11316
30045,觉醒的尼卡尔,20976
30046,玛丽,11316
30047,觉醒的玛丽,20976
30048,莫比尔菲,15566
30049,觉醒的莫比尔菲,28980
30050,德斯迪奥,15566
30051,觉醒的德斯迪奥,28980
30052,野生的月兔,36340
30053,薇缇·莉安娜,15566
30054,觉醒的薇缇·莉安娜,28980
30055,菈婕娅,15566
30056,觉醒的菈婕娅,28980
30057,御坂美琴,16781
30058,觉醒的御坂美琴,30618
30059,神裂火织,16781
30060,觉醒的神裂火织,30618
30061,莫德雷德,15566
30062,觉醒的莫德雷德,26662
30063,君士坦丁,15566
30064,觉醒的君士坦丁,26662
30065,兰斯洛特,15566
30066,觉醒的兰斯洛特,26662
30067,罗恩格林,15566
30068,觉醒的罗恩格林,26662
30069,秘境守护:机械巨人,196880
30070,秘境守护:达玛斯,325680
30071,秘境守护:汉尼拔,463680
30072,秘境守护:兰斯洛特,583280
30073,秘境守护:高文,1006480
30074,秘境守护:梅林,1287080
30075,凯特西,18878
30076,觉醒的凯特西,33010
30077,美人鱼,14573
30078,觉醒的美人鱼,22853
30079,洛特,18878
30080,觉醒的洛特,33010
30081,乌瑟,14573
30082,觉醒的乌瑟,22853
30083,天琴座,14573
30084,觉醒的天琴座,22006
30085,处女座,18878
30086,觉醒的处女座,32163
30087,秘境守护:机械巨人,241040
30088,神界守护:乌列尔,45926
30089,神界守护:撒旦,51391
30090,神界守护:加百列,47840
30091,神界守护:阿斯摩太,53489
30092,神界守护:永恒烈焰,59322
30093,利维坦,12586
30094,觉醒的利维坦,22006
30095,拉斐尔,16891
30096,觉醒的拉斐尔,32163
30097,琪妮安,19872
30098,觉醒的琪妮安,50600
30099,诺蕾,12586
30100,觉醒的诺蕾,28778
30101,维多利亚,12586
30102,觉醒的维多利亚,28778
30103,神秘圣诞大使,28778
30104,涅扣儿,19872
30105,觉醒的涅扣儿,50600
30106,希梅尔,12586
30107,觉醒的希梅尔,28778
30108,朱雀,12586
30109,觉醒的朱雀,28778
30110,蓝帽子,11592
30111,觉醒的蓝帽子,27508
30112,莫德雷德,11592
30113,觉醒的莫德雷德,27508
30114,琪妮安,11592
30115,觉醒的琪妮安,27508
30116,君士坦丁,11592
30117,觉醒的君士坦丁,27508
30118,布露丹,11592
30119,觉醒的布露丹,27508
30120,天琴座,11592
30121,觉醒的天琴座,27508
30122,库鲁敏,11592
30123,觉醒的库鲁敏,27508
30124,尼卡尔,11592
30125,觉醒的尼卡尔,27508
30126,兰斯洛特,11592
30127,觉醒的兰斯洛特,27508
30128,普卡,11592
30129,觉醒的普卡,27508
30130,德斯迪奥,11592
30131,觉醒的德斯迪奥,27508
30132,利维坦,11592
30133,觉醒的利维坦,27508
30134,洛特,14904
30135,觉醒的洛特,33856
30136,莫比尔菲,14904
30137,觉醒的莫比尔菲,33856
30138,美人鱼,14904
30139,觉醒的美人鱼,33856
30140,莉卡纳,14904
30141,觉醒的莉卡纳,33856
30142,玛丽,14904
30143,觉醒的玛丽,33856
30144,诺蕾,14904
30145,觉醒的诺蕾,33856
30146,罗恩格林,14904
30147,觉醒的罗恩格林,33856
30148,处女座,14904
30149,觉醒的处女座,33856
30150,拉斐尔,14904
30151,觉醒的拉斐尔,33856
30152,凯特西,14904
30153,觉醒的凯特西,33856
30154,菈婕娅,14904
