1,サイボーグの巨人,14352
2,リエンス兵,16560
3,リエンス,19320
4,第二型ガーロン,29808
5,第二型ローンファル,29808
6,第二型ダーマス,29808
7,アーサー -剣術の城-,42504
8,アーサー -技巧の場-,42504
9,アーサー -魔法の派-,42504
10,緑の騎士,49128
11,異界の女王,49128
12,選抜の騎士,49128
13,バン,45816
14,サイボーグの巨人,45816
15,タラスクス,58512
16,ブランデゴリス兵,51888
17,ブランデゴリス兵,51888
18,ブランデゴリス,55200
19,ユリエンス兵,55200
20,ユリエンス兵,55200
21,ユリエンス,58512
22,ユリエンス,61824
23,モーガン,65136
24,モーガン,71760
25,リエンス兵,51888
26,リエンス兵,51888
27,ロット兵,51888
28,ロット兵,51888
29,モルゴース,71760
30,モルゴース,75072
31,ロット,71760
32,ロット,75072
33,ロット,78384
34,ドラゴン1等級,78384
35,ドラゴン1等級,81696
36,ドラゴン1等級,88320
37,ニムエ,91632
38,コンスタンティン,91632
39,第二型メリオット,94944
40,特異型ハンニバル,98256
41,支援型ガネイダ,101568
42,マーリン,104880
89,緑の騎士,9999999
1001,特殊型ロウエナ,15088
1002,支援型リュネット,19136
1003,支援型オルトリート,25760
1004,試作型ヴォーティガーン,32384
1005,第二型コルグリヴァンス,39008
1006,支援型エヴェイン,45632
1100,マーリン,17664
1101,マーリン,25944
1102,マーリン,34224
1103,マーリン,42504
1104,マーリン,50784
2001,ケルピー,9660
2002,シルキー,22080
2003,グルアガッハ,13248
2004,シシリア,25760
2005,覚醒シシリア,25521
2006,エレナ,15180
2007,覚醒エレナ,24509
2008,ブルーキャップ,13800
2009,覚醒ブルーキャップ,27600
2010,覚醒ケルピー,27821
2011,ケルピー,9660
2012,シシリア,25760
2013,エレナ,15180
2014,グルアガッハ,13248
2015,覚醒グルアガッハ,23773
2016,ポックル,19210
2017,覚醒ポックル,26570
2018,クルミン,18455
2019,覚醒クルミン,25502
2020,イディオム,21712
2021,覚醒イディオム,27600
2022,タムレイン,19081
2023,覚醒タムレイン,25834
2024,ケットシー,19394
2025,覚醒ケットシー,26165
2026,シルキー,22080
2027,覚醒シルキー,27968
2030,玉藻前,22080
2031,覚醒 玉藻前,27600
2032,ウィントリー,18253
2033,覚醒ウィントリー,26496
2034,コロニー,20019
2035,覚醒コロニー,27269
2036,ガーリー,22448
2037,覚醒ガーリー,29366
2038,ルセーブ,22448
2039,覚醒ルセーブ,29366
2040,弱体ルセーブ,16560
2041,リデル,22448
2042,覚醒リデル,29366
3000,アーサー -魔法の派-,167440
3001,アーサー -技巧の場-,189520
3002,アーサー -剣術の城-,167440
3003,アーサー -魔法の派-,189520
3004,アーサー -技巧の場-,167440
3005,アーサー -剣術の城-,189520
3006,ガウェイン,196880
3007,アーサー -技巧の場-,218960
3008,アーサー -剣術の城-,196880
3009,モルゴース,218960
3010,特異型ハンニバル,196880
3011,モルゴース,218960
3012,ガウェイン,196420
3013,アーサー -技巧の場-,229540
3014,ランスロット,207460
3015,アーサー -剣術の城-,229540
3016,第二型ローンファル,207460
3017,ペッグパウラー,229540
3018,アーサー -魔法の派-,223560
3019,ガラハッド,234600
3020,アーサー -魔法の派-,245640
3021,アーサー -魔法の派-,223560
3022,ガラハッド,234600
3023,アーサー -魔法の派-,245640
3024,メレアガンス兵,234600
3025,アーサー -剣術の城-,245640
3026,ランスロット,267260
3027,ランスロット,267260
3028,アーサー -剣術の城-,351072
3029,アーサー -技巧の場-,267260
3030,モードレッド兵,286120
3031,モードレッド兵,288420
3032,モードレッド兵,286120
3033,モードレッド兵,288420
3034,モードレッド兵,286120
3035,モードレッド兵,288420
3036,モードレッド兵,310040
3037,1等級ドラゴン,312340
3038,モードレッド兵,310040
3039,1等級ドラゴン,312340
3040,モードレッド兵,310040
3041,1等級ドラゴン,312340
3042,モードレッド,320160
3043,モードレッド,326600
3044,モードレッド,333040
3045,モードレッド最終形態1,188784
3046,モードレッド最終形態1,188784
3047,モードレッド最終形態2,188784
3048,モードレッド最終形態1,188784
3049,モードレッド最終形態2,188784
3050,プーカ,381984
3051,シェリーコート,384744
3052,プーカ,381984
3053,シェリーコート,384744
3054,プーカ,381984
3055,シェリーコート,384744
3056,モーガン,407376
3057,モーガン＝ル＝フェイ,9999999
3058,モーガン＝ル＝フェイ,412896
3059,モーガン,407376
3060,モーガン＝ル＝フェイ,9999999
3061,モーガン＝ル＝フェイ,412896
3062,モーガン,407376
3063,モーガン＝ル＝フェイ,9999999
3064,モーガン＝ル＝フェイ,412896
3065,モードレッド最終形態1,188784
3066,騎士,394128
3067,騎士,400568
3068,ペラム,9999999
3069,ペラム,9999999
3070,巨人,411549
3071,ドラゴン型生体コンピュータ,581808
3072,ドラゴン型生体コンピュータ,609408
3073,王級ドラゴン,591744
3074,王級ドラゴン,591744
3075,王級ドラゴン,619344
3076,巨人,425056
3077,巨人,430056
3078,巨人,435056
3079,ガイヌス,598368
3080,ルキウス,601680
3081,ルキウス,601680
3082,ガラハッド,608304
3083,ガラハッド,608304
3084,ガラハッド,9999999
3085,ガラハッド,9999999
3086,ガラハッド,611616
4001,ミクラム,8935000
4002,エーロゾル,4467500
4003,シルキー,9005000
4004,ピクシー,900500
4005,御坂美琴 -電撃解放-,12500000
4006,神裂火織,446750
4007,協力 御坂美琴,13400000
4008,御坂美琴 -電撃使い-,8050000
4009,ケルピー,268000
4010,ディーヴァ,8050000
4011,ドライアド,268000
4012,華恋型ロット,146703
4013,華恋型ユリエンス,132627
4014,華恋型アーサー -魔法の派-,124181
4015,アラスティーア,8050000
4016,オリタン・改,950000
4017,マナナン・改,950000
4018,オリタン,268000
4019,マナナン,268000
4020,支援型キチョウ,150873
4021,アデラ,950000
4022,エイプリル,950000
4023,異界の女王,8100000
4024,ブルーキャップ,268000
4025,１等級ドラゴン,8100000
4026,シシリア,268000
4027,５等級ドラゴン,8100000
4028,エレナ,268000
4029,異界の女王,8100000
4030,ブルーキャップ,268000
4031,１等級ドラゴン,8100000
4032,シシリア,268000
4033,５等級ドラゴン,8100000
4034,エレナ,268000
4035,異界の女王,8100000
4036,ブルーキャップ,268000
4037,１等級ドラゴン,8100000
4038,シシリア,268000
4039,５等級ドラゴン,8100000
4040,エレナ,268000
4041,異界の女王,8100000
4042,ブルーキャップ,268000
4043,１等級ドラゴン,8100000
4044,シシリア,268000
4045,５等級ドラゴン,8100000
4046,エレナ,268000
4047,異界の女王,8100000
4048,ブルーキャップ,268000
4049,１等級ドラゴン,8100000
4050,シシリア,268000
4051,リューリュ・改,13000000
4052,ランティルディ・改,13000000
4053,メイシャル,268000
4054,リューリュ,8050000
4055,ランティルディ,8050000
4056,リミットブレイクチアリー,8050000
4057,スーパーチアリー,268000
4058,アルティメットチアリー,5400000
4059,チアリー,1
4060,ファンファン,268000
4061,サオトメ・マリア,7890000
4062,スプリガン・改,13000000
4063,シュゲイル・改,13000000
4064,ティディダール,268000
